,source_taxon_name,latitude,longitude,ISO_A2,NAME_ES,searched_taxon_name,target_taxon_name,country_name,Estatus.Taxonómico,Nombre.Válido,Autoridad,Rango.Taxonómico,Familia,Forma.biológica
33765,Xylocopa sonorina,38.55240087,-121.7361509,US,Estados Unidos,Phlomis,Phlomis,Estados Unidos|Grecia|Siria,Aceptado,Phlomis,L.,Género,Lamiaceae,Arbusto|Herbácea
33801,Xylocopa sonorina,33.830296,-116.545292,US,Estados Unidos,Phoradendron californicum,Phoradendron californicum,Estados Unidos,Aceptado,Phoradendron californicum,Nutt.,Especie,Santalaceae,Arbusto
34126,Xylocopa sonorina,37.40860812,-122.2288401,US,Estados Unidos,Pisum sativum,Pisum sativum,Estados Unidos,Sinónimo,Lathyrus oleraceus,Lam.,Especie,Fabaceae,Herbácea|Trepador
34132,Xylocopa sonorina,37.28155254,-121.8889597,US,Estados Unidos,Pittosporum,Pittosporum,Estados Unidos,Aceptado,Pittosporum,Banks ex Gaertn.,Género,Pittosporaceae,Árbol|Arbusto
34147,Xylocopa sonorina,37.32949586,-121.9362063,US,Estados Unidos,Pittosporum tobira,Pittosporum tobira,Estados Unidos,Aceptado,Pittosporum tobira,(Thunb.) W.T. Aiton,Especie,Pittosporaceae,Arbusto
34549,Xylocopa sonorina,37.34651333,-122.0455388,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34550,Xylocopa sonorina,37.24432058,-121.8194433,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34551,Xylocopa sonorina,37.25107504,-121.8257644,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34552,Xylocopa sonorina,37.21576667,-121.8797383,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34553,Xylocopa sonorina,37.691477,-122.1529431,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34554,Xylocopa sonorina,37.27856167,-121.9192283,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34555,Xylocopa sonorina,37.46270333,-122.24018,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34556,Xylocopa sonorina,37.334055,-121.94178,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34557,Xylocopa sonorina,37.21565777,-121.879418,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34558,Xylocopa sonorina,37.36312898,-121.9316727,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34560,Xylocopa sonorina,37.347825,-122.0689695,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34561,Xylocopa sonorina,37.21577833,-121.8795617,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34562,Xylocopa sonorina,37.38667167,-122.0732195,US,Estados Unidos,Polygala,Polygala,Estados Unidos,Aceptado,Polygala,L.,Género,Polygalaceae,Árbol|Arbusto|Herbácea|Trepador
34565,Xylocopa sonorina,33.916475,-117.900292,US,Estados Unidos,Polygala fruticosa,Polygala fruticosa,Estados Unidos,Aceptado,Polygala fruticosa,P.J. Bergius,Especie,Polygalaceae,Arbusto
34567,Xylocopa sonorina,37.53206333,-122.24762,US,Estados Unidos,Polygala myrtifolia,Polygala myrtifolia,Estados Unidos,Aceptado,Polygala myrtifolia,L.,Especie,Polygalaceae,Arbusto
34568,Xylocopa sonorina,37.82741667,-122.246895,US,Estados Unidos,Polygala myrtifolia,Polygala myrtifolia,Estados Unidos,Aceptado,Polygala myrtifolia,L.,Especie,Polygalaceae,Arbusto
35111,Xylocopa sonorina,33.75966428,-116.549591,US,Estados Unidos,NA,Prosopis glandulosa,NA,NA,NA,NA,NA,NA,NA
35273,Xylocopa sonorina,37.33479678,-121.8737873,US,Estados Unidos,NA,Prunus,NA,NA,NA,NA,NA,NA,NA
35337,Xylocopa sonorina,37.24795176,-121.9364722,US,Estados Unidos,NA,Prunus ilicifolia,NA,NA,NA,NA,NA,NA,NA
36179,Xylocopa sonorina,37.2674391,-121.9764227,US,Estados Unidos,NA,Raphanus,NA,NA,NA,NA,NA,NA,NA
36180,Xylocopa sonorina,37.2442649,-121.9340983,US,Estados Unidos,NA,Raphanus,NA,NA,NA,NA,NA,NA,NA
36183,Xylocopa sonorina,37.6692998,-121.841661,US,Estados Unidos,NA,Raphanus,NA,NA,NA,NA,NA,NA,NA
36230,Xylocopa sonorina,37.39321787,-122.0991167,US,Estados Unidos,NA,Raphanus sativus,NA,NA,NA,NA,NA,NA,NA
36275,Xylocopa sonorina,37.23533833,-121.8465633,US,Estados Unidos,NA,Raphanus sativus,NA,NA,NA,NA,NA,NA,NA
37218,Xylocopa sonorina,34.54232592,-119.2410922,US,Estados Unidos,NA,Romneya trichocalyx,NA,NA,NA,NA,NA,NA,NA
37227,Xylocopa sonorina,38.57559095,-121.4882658,US,Estados Unidos,NA,Rosa,NA,NA,NA,NA,NA,NA,NA
37229,Xylocopa sonorina,37.55632065,-122.3485859,US,Estados Unidos,NA,Rosa,NA,NA,NA,NA,NA,NA,NA
37343,Xylocopa sonorina,37.2959055,-122.0347595,US,Estados Unidos,NA,Rosa,NA,NA,NA,NA,NA,NA,NA
37374,Xylocopa sonorina,37.45361333,-122.2316883,US,Estados Unidos,NA,Rosa,NA,NA,NA,NA,NA,NA,NA
37385,Xylocopa sonorina,37.56638486,-122.0938256,US,Estados Unidos,NA,Rosa,NA,NA,NA,NA,NA,NA,NA
37396,Xylocopa sonorina,37.40262544,-121.8516622,US,Estados Unidos,NA,Rosa,NA,NA,NA,NA,NA,NA,NA
37715,Xylocopa sonorina,37.24203,-121.9235383,US,Estados Unidos,NA,Rubus,NA,NA,NA,NA,NA,NA,NA
37969,Xylocopa sonorina,38.02008,-121.820199,US,Estados Unidos,NA,Rubus,NA,NA,NA,NA,NA,NA,NA
38028,Xylocopa sonorina,38.051973,-122.2269839,NA,NA,NA,Rubus,NA,NA,NA,NA,NA,NA,NA
38111,Xylocopa sonorina,38.00522996,-121.7047204,US,Estados Unidos,NA,Rubus armeniacus,NA,NA,NA,NA,NA,NA,NA
38418,Xylocopa sonorina,38.146987,-121.296252,US,Estados Unidos,NA,Rubus ursinus,NA,NA,NA,NA,NA,NA,NA
38848,Xylocopa sonorina,37.287343,-121.9907903,US,Estados Unidos,NA,Ruschieae,NA,NA,NA,NA,NA,NA,NA
38853,Xylocopa sonorina,32.75372,-117.1325222,US,Estados Unidos,NA,Rutaceae,NA,NA,NA,NA,NA,NA,NA
39458,Xylocopa varipuncta,NA,NA,NA,NA,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39461,Xylocopa sonorina,37.36657778,-122.0445667,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39463,Xylocopa sonorina,37.68694391,-122.0742138,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39465,Xylocopa sonorina,37.82229606,-121.9761147,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39467,Xylocopa sonorina,38.25167167,-121.9825283,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39468,Xylocopa sonorina,37.84493022,-121.9628821,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39469,Xylocopa sonorina,37.49190231,-122.3497905,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39470,Xylocopa sonorina,37.43939479,-121.9601727,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39472,Xylocopa sonorina,37.91887439,-122.0441423,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39474,Xylocopa sonorina,37.44004667,-122.14843,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39536,Xylocopa sonorina,37.32905333,-121.93703,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39579,Xylocopa sonorina,37.842187,-122.272478,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39580,Xylocopa sonorina,37.37164837,-121.9386824,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39581,Xylocopa sonorina,37.00711112,-121.6014033,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39584,Xylocopa sonorina,37.40593833,-122.0968967,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39637,Xylocopa sonorina,37.39321787,-122.0991167,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39658,Xylocopa varipuncta,38.41753,-121.53422,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39660,Xylocopa sonorina,38.25168333,-121.982505,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39661,Xylocopa sonorina,37.87676496,-122.2670437,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39663,Xylocopa sonorina,37.72306129,-122.1446586,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39665,Xylocopa sonorina,37.41816501,-122.0682591,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39666,Xylocopa sonorina,37.57108333,-122.0748138,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39667,Xylocopa sonorina,37.3849944,-122.0945556,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39669,Xylocopa sonorina,37.39008333,-122.0763083,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39670,Xylocopa sonorina,32.71798333,-117.244325,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39671,Xylocopa sonorina,37.44201103,-122.1430195,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39673,Xylocopa sonorina,37.32847782,-121.9606735,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39674,Xylocopa sonorina,37.23488642,-121.9725624,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39675,Xylocopa sonorina,37.94959259,-121.9834671,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39676,Xylocopa sonorina,37.29619964,-121.8941665,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39677,Xylocopa sonorina,37.36215169,-121.8254723,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39678,Xylocopa sonorina,37.329195,-121.9370217,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39679,Xylocopa sonorina,37.46415833,-122.2417667,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39680,Xylocopa sonorina,34.00578644,-118.0051662,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39681,Xylocopa sonorina,37.40601667,-122.09689,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39682,Xylocopa sonorina,37.40596,-122.0969083,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39684,Xylocopa sonorina,34.26641464,-118.761589,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39685,Xylocopa sonorina,37.389355,-122.130095,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39686,Xylocopa sonorina,38.05256383,-122.2267083,NA,NA,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39688,Xylocopa sonorina,37.9680342,-122.0656121,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39689,Xylocopa sonorina,37.930695,-122.053925,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39704,Xylocopa sonorina,37.44120754,-122.3225027,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39726,Xylocopa sonorina,37.89487284,-122.2919407,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39739,Xylocopa sonorina,37.88602833,-122.2883533,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39745,Xylocopa sonorina,37.68961667,-121.7296133,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39754,Xylocopa sonorina,37.33970278,-121.9790056,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39762,Xylocopa sonorina,37.21552049,-121.9626585,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39764,Xylocopa sonorina,38.25171333,-121.9825583,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39765,Xylocopa sonorina,38.25160333,-121.9825583,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39767,Xylocopa sonorina,37.65517186,-121.784201,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39768,Xylocopa sonorina,37.24526777,-121.9600131,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39770,Xylocopa sonorina,38.35236667,-122.0249638,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39771,Xylocopa sonorina,38.3631775,-121.9390871,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39772,Xylocopa sonorina,37.38748,-122.0091028,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39773,Xylocopa sonorina,37.56108475,-122.3213425,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39775,Xylocopa sonorina,37.41109132,-122.1091397,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39776,Xylocopa sonorina,34.17565348,-118.1430794,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39782,Xylocopa sonorina,37.386052,-122.083851,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39792,Xylocopa sonorina,37.440012,-122.148225,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39794,Xylocopa sonorina,37.2087353,-121.8751436,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39803,Xylocopa sonorina,37.40591333,-122.0968033,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39804,Xylocopa sonorina,38.25168667,-121.982505,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39807,Xylocopa sonorina,38.01827333,-122.5236517,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39808,Xylocopa sonorina,37.26738667,-121.8388883,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39809,Xylocopa sonorina,37.4226,-122.1128433,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39811,Xylocopa sonorina,38.37372851,-121.8674179,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39812,Xylocopa sonorina,37.68363522,-121.7288602,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39814,Xylocopa sonorina,37.33434728,-121.9221215,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39815,Xylocopa sonorina,37.23202515,-121.7985687,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39816,Xylocopa sonorina,37.24905882,-121.9046663,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39817,Xylocopa sonorina,37.2954664,-122.0741074,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39820,Xylocopa sonorina,37.40599833,-122.0969033,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39826,Xylocopa sonorina,37.26299167,-121.9218133,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39829,Xylocopa sonorina,37.95522299,-122.5490566,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39830,Xylocopa sonorina,38.01539722,-122.1402556,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39831,Xylocopa sonorina,37.75795539,-122.2397204,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39832,Xylocopa sonorina,37.45885333,-122.25312,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39833,Xylocopa sonorina,37.87196667,-122.25505,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39834,Xylocopa sonorina,37.40585667,-122.09682,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39836,Xylocopa sonorina,37.48331333,-122.25032,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39840,Xylocopa sonorina,37.96047855,-122.1045779,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39845,Xylocopa sonorina,37.31099523,-121.9081274,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39846,Xylocopa sonorina,37.86992942,-122.1603219,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39847,Xylocopa sonorina,37.6220377,-121.6877788,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39849,Xylocopa sonorina,37.9549568,-121.9545545,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39851,Xylocopa sonorina,37.405945,-122.0968833,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39854,Xylocopa sonorina,37.83632873,-122.009671,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39857,Xylocopa sonorina,38.25172833,-121.9825217,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39859,Xylocopa sonorina,37.36721826,-122.0605202,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39860,Xylocopa sonorina,38.352269,-122.025291,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39861,Xylocopa sonorina,37.32783667,-121.956895,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39866,Xylocopa sonorina,37.16375,-121.6485667,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39867,Xylocopa sonorina,38.25166667,-121.9825367,US,Estados Unidos,NA,Salvia,NA,NA,NA,NA,NA,NA,NA
39879,Xylocopa sonorina,37.98520278,-121.9949861,US,Estados Unidos,NA,Salvia apiana,NA,NA,NA,NA,NA,NA,NA
39880,Xylocopa sonorina,33.98846167,-116.6550133,US,Estados Unidos,NA,Salvia apiana,NA,NA,NA,NA,NA,NA,NA
39883,Xylocopa sonorina,38.51558891,-122.7530735,US,Estados Unidos,NA,Salvia apiana,NA,NA,NA,NA,NA,NA,NA
39886,Xylocopa sonorina,37.3185827,-122.059917,US,Estados Unidos,NA,Salvia apiana,NA,NA,NA,NA,NA,NA,NA
39915,Xylocopa sonorina,34.00856572,-118.0213667,US,Estados Unidos,NA,Salvia clevelandii,NA,NA,NA,NA,NA,NA,NA
39926,Xylocopa sonorina,37.38489167,-122.0911722,US,Estados Unidos,NA,Salvia clevelandii,NA,NA,NA,NA,NA,NA,NA
39928,Xylocopa varipuncta,NA,NA,NA,NA,NA,Salvia clevelandii,NA,NA,NA,NA,NA,NA,NA
39976,Xylocopa sonorina,38.051973,-122.2269839,NA,NA,NA,Salvia farinacea,NA,NA,NA,NA,NA,NA,NA
39983,Xylocopa sonorina,33.95295,-117.455735,US,Estados Unidos,NA,Salvia greggii,NA,NA,NA,NA,NA,NA,NA
39984,Xylocopa sonorina,33.93785358,-116.9493299,US,Estados Unidos,NA,Salvia greggii,NA,NA,NA,NA,NA,NA,NA
39988,Xylocopa sonorina,38.32120833,-122.3253167,US,Estados Unidos,NA,Salvia guaranitica,NA,NA,NA,NA,NA,NA,NA
39991,Xylocopa sonorina,37.86525035,-122.2718726,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
39992,Xylocopa sonorina,37.88759295,-122.3268331,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
39994,Xylocopa sonorina,34.09824415,-118.2614495,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
39998,Xylocopa sonorina,37.66719667,-122.1213222,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
40000,Xylocopa sonorina,34.15654776,-118.3720007,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
40001,Xylocopa sonorina,37.85507439,-122.3113327,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
40002,Xylocopa sonorina,37.24795176,-121.9364722,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
40004,Xylocopa sonorina,32.80333333,-117.0493472,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
40005,Xylocopa sonorina,38.36307167,-121.939255,US,Estados Unidos,NA,Salvia leucantha,NA,NA,NA,NA,NA,NA,NA
40020,Xylocopa sonorina,38.0473748,-122.1601414,NA,NA,NA,Salvia leucophylla,NA,NA,NA,NA,NA,NA,NA
40027,Xylocopa sonorina,38.053797,-122.2283761,NA,NA,NA,Salvia leucophylla,NA,NA,NA,NA,NA,NA,NA
40028,Xylocopa sonorina,38.0545149,-122.2295276,NA,NA,NA,Salvia leucophylla,NA,NA,NA,NA,NA,NA,NA
40032,Xylocopa sonorina,38.0524037,-122.2266537,NA,NA,NA,Salvia leucophylla,NA,NA,NA,NA,NA,NA,NA
40036,Xylocopa sonorina,37.404532,-121.954097,US,Estados Unidos,NA,Salvia leucophylla,NA,NA,NA,NA,NA,NA,NA
40150,Xylocopa sonorina,37.329095,-121.9369667,US,Estados Unidos,NA,Salvia mexicana,NA,NA,NA,NA,NA,NA,NA
40151,Xylocopa sonorina,38.25164667,-121.9825283,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40152,Xylocopa sonorina,38.013675,-122.51735,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40153,Xylocopa sonorina,37.40599667,-122.0967867,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40154,Xylocopa sonorina,37.56117582,-122.3213323,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40155,Xylocopa sonorina,37.3627775,-121.9681047,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40157,Xylocopa sonorina,37.38419552,-122.0785697,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40158,Xylocopa sonorina,38.05585833,-122.2140283,NA,NA,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40159,Xylocopa sonorina,37.56152725,-122.3212357,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40160,Xylocopa sonorina,38.034903,-122.026918,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40161,Xylocopa sonorina,37.3265152,-122.0480118,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40164,Xylocopa sonorina,38.25168333,-121.9825133,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40165,Xylocopa sonorina,37.939817,-122.061878,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40167,Xylocopa sonorina,37.25014995,-121.942179,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40168,Xylocopa sonorina,37.44002516,-122.1481419,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40170,Xylocopa sonorina,37.40594667,-122.096795,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40171,Xylocopa sonorina,37.56116333,-122.3211883,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40172,Xylocopa sonorina,37.24956654,-121.9421044,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40174,Xylocopa sonorina,37.44758333,-122.1548695,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40175,Xylocopa sonorina,37.68629667,-121.925775,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40177,Xylocopa sonorina,37.983696,-122.048941,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40255,Xylocopa sonorina,37.8660099,-122.2837981,US,Estados Unidos,NA,Salvia rosmarinus,NA,NA,NA,NA,NA,NA,NA
40284,Xylocopa sonorina,37.38864044,-122.078383,US,Estados Unidos,NA,Salvia rosmarinus,NA,NA,NA,NA,NA,NA,NA
40290,Xylocopa sonorina,37.31311401,-122.0631897,US,Estados Unidos,NA,Salvia sonomensis,NA,NA,NA,NA,NA,NA,NA
40296,Xylocopa sonorina,37.4418834,-122.1430195,US,Estados Unidos,NA,Salvia uliginosa,NA,NA,NA,NA,NA,NA,NA
40425,Xylocopa sonorina,19.6119293,-155.9729114,US,Estados Unidos,NA,Scaevola taccada,NA,NA,NA,NA,NA,NA,NA
40428,Xylocopa sonorina,33.76957885,-116.9251506,US,Estados Unidos,NA,Schinus terebinthifolia,NA,NA,NA,NA,NA,NA,NA
41111,Xylocopa sonorina,33.8302961,-116.5452921,US,Estados Unidos,NA,Senna artemisioides,NA,NA,NA,NA,NA,NA,NA
41112,Xylocopa sonorina,33.25717748,-116.3770377,US,Estados Unidos,NA,Senna artemisioides,NA,NA,NA,NA,NA,NA,NA
41113,Xylocopa varipuncta,NA,NA,NA,NA,NA,Senna bauhinioides,NA,NA,NA,NA,NA,NA,NA
41114,Xylocopa varipuncta,31.32556,-109.26667,MX,México,NA,Senna bauhinioides,NA,NA,NA,NA,NA,NA,NA
41151,Xylocopa sonorina,NA,NA,NA,NA,NA,Sesbania,NA,NA,NA,NA,NA,NA,NA
41196,Xylocopa sonorina,19.675875,-156.0230167,NA,NA,NA,Sida fallax,NA,NA,NA,NA,NA,NA,NA
41641,Xylocopa sonorina,37.97344667,-122.5614,US,Estados Unidos,NA,Solanum,NA,NA,NA,NA,NA,NA,NA
41652,Xylocopa sonorina,32.96892477,-117.0765223,US,Estados Unidos,NA,Solanum,NA,NA,NA,NA,NA,NA,NA
