,source_taxon_name,latitude,longitude,ISO_A2,NAME_ES,searched_taxon_name,target_taxon_name,country_name,Estatus.Taxonómico,Nombre.Válido,Autoridad,Rango.Taxonómico,Familia,Forma.biológica
24209,Xylocopa sonorina,37.31371557,-121.7677944,US,Estados Unidos,Lantana,Lantana,España|Estados Unidos|Grecia,Aceptado,Lantana ,L.,Género,Verbenaceae,Arbusto|Herbácea
24223,Xylocopa sonorina,38.0550938,-122.2309527,NA,NA,Lantana,Lantana,España|Estados Unidos|Grecia,Aceptado,Lantana ,L.,Género,Verbenaceae,Arbusto|Herbácea
24224,Xylocopa sonorina,37.99779164,-121.6919718,US,Estados Unidos,Lantana,Lantana,España|Estados Unidos|Grecia,Aceptado,Lantana ,L.,Género,Verbenaceae,Arbusto|Herbácea
24229,Xylocopa sonorina,38.0529335,-122.2242177,NA,NA,Lantana camara,Lantana camara,Estados Unidos|México,Aceptado,Lantana camara,L.,Especie,Verbenaceae,Arbusto
24254,Xylocopa sonorina,37.330045,-121.9426583,US,Estados Unidos,Lantana camara,Lantana camara,Estados Unidos|México,Aceptado,Lantana camara,L.,Especie,Verbenaceae,Arbusto
24258,Xylocopa sonorina,38.251725,-121.9825667,US,Estados Unidos,Lantana montevidensis,Lantana montevidensis,Estados Unidos,Aceptado,Lantana montevidensis,(Spreng.) Briq.,Especie,Verbenaceae,Arbusto
24259,Xylocopa sonorina,37.570305,-122.03605,US,Estados Unidos,Lantana montevidensis,Lantana montevidensis,Estados Unidos,Aceptado,Lantana montevidensis,(Spreng.) Briq.,Especie,Verbenaceae,Arbusto
24261,Xylocopa sonorina,37.45285278,-122.1474694,US,Estados Unidos,Lantana montevidensis,Lantana montevidensis,Estados Unidos,Aceptado,Lantana montevidensis,(Spreng.) Briq.,Especie,Verbenaceae,Arbusto
24262,Xylocopa sonorina,37.32763333,-121.9443667,US,Estados Unidos,Lantana montevidensis,Lantana montevidensis,Estados Unidos,Aceptado,Lantana montevidensis,(Spreng.) Briq.,Especie,Verbenaceae,Arbusto
24263,Xylocopa sonorina,38.0535267,-122.2243727,NA,NA,Lantana montevidensis,Lantana montevidensis,Estados Unidos,Aceptado,Lantana montevidensis,(Spreng.) Briq.,Especie,Verbenaceae,Arbusto
24287,Xylocopa varipuncta,33.8813,-113.545,US,Estados Unidos,Larrea tridentata,Larrea tridentata,Argentina|Estados Unidos|México,Aceptado,Larrea tridentata,(DC.) Coville,Especie,Zygophyllaceae,Arbusto
24347,Xylocopa sonorina,34.00902,-116.6233,US,Estados Unidos,Larrea tridentata,Larrea tridentata,Argentina|Estados Unidos|México,Aceptado,Larrea tridentata,(DC.) Coville,Especie,Zygophyllaceae,Arbusto
24360,Xylocopa varipuncta,32.06666667,-110.2833333,US,Estados Unidos,Larrea tridentata,Larrea tridentata,Argentina|Estados Unidos|México,Aceptado,Larrea tridentata,(DC.) Coville,Especie,Zygophyllaceae,Arbusto
24378,Xylocopa sonorina,34.13138738,-116.1562717,US,Estados Unidos,Larrea tridentata,Larrea tridentata,Argentina|Estados Unidos|México,Aceptado,Larrea tridentata,(DC.) Coville,Especie,Zygophyllaceae,Arbusto
24381,Xylocopa sonorina,33.77376944,-116.3127583,US,Estados Unidos,Larrea tridentata,Larrea tridentata,Argentina|Estados Unidos|México,Aceptado,Larrea tridentata,(DC.) Coville,Especie,Zygophyllaceae,Arbusto
24407,Xylocopa sonorina,33.69821667,-116.2681417,US,Estados Unidos,Larrea tridentata,Larrea tridentata,Argentina|Estados Unidos|México,Aceptado,Larrea tridentata,(DC.) Coville,Especie,Zygophyllaceae,Arbusto
24444,Xylocopa sonorina,37.44017189,-122.1484923,US,Estados Unidos,Lathyrus,Lathyrus,Argentina|Estados Unidos,Aceptado,Lathyrus,L.,Género,Fabaceae,Herbácea|Trepador
24450,Xylocopa sonorina,37.25390806,-122.0598008,US,Estados Unidos,Lathyrus,Lathyrus,Argentina|Estados Unidos,Aceptado,Lathyrus,L.,Género,Fabaceae,Herbácea|Trepador
24453,Xylocopa sonorina,34.26223,-116.898925,US,Estados Unidos,Lathyrus,Lathyrus,Argentina|Estados Unidos,Aceptado,Lathyrus,L.,Género,Fabaceae,Herbácea|Trepador
24458,Xylocopa sonorina,37.44020086,-122.1482357,US,Estados Unidos,Lathyrus,Lathyrus,Argentina|Estados Unidos,Aceptado,Lathyrus,L.,Género,Fabaceae,Herbácea|Trepador
24459,Xylocopa sonorina,37.2303075,-121.9508228,US,Estados Unidos,Lathyrus,Lathyrus,Argentina|Estados Unidos,Aceptado,Lathyrus,L.,Género,Fabaceae,Herbácea|Trepador
24460,Xylocopa sonorina,37.4400122,-122.1482255,US,Estados Unidos,Lathyrus,Lathyrus,Argentina|Estados Unidos,Aceptado,Lathyrus,L.,Género,Fabaceae,Herbácea|Trepador
24509,Xylocopa sonorina,35.09050833,-106.6099867,US,Estados Unidos,Lathyrus latifolius,Lathyrus latifolius,Canadá|Estados Unidos,Aceptado,Lathyrus latifolius,L.,Especie,Fabaceae,Trepador
24528,Xylocopa sonorina,37.43002367,-122.2538558,US,Estados Unidos,Lathyrus odoratus,Lathyrus odoratus,Estados Unidos,Aceptado,Lathyrus odoratus,L.,Especie,Fabaceae,Herbácea|Trepador
24531,Xylocopa sonorina,37.68425483,-121.9131097,US,Estados Unidos,Lathyrus odoratus,Lathyrus odoratus,Estados Unidos,Aceptado,Lathyrus odoratus,L.,Especie,Fabaceae,Herbácea|Trepador
24532,Xylocopa sonorina,37.32910496,-121.9381228,US,Estados Unidos,Lathyrus odoratus,Lathyrus odoratus,Estados Unidos,Aceptado,Lathyrus odoratus,L.,Especie,Fabaceae,Herbácea|Trepador
24533,Xylocopa sonorina,37.58336667,-122.3725367,US,Estados Unidos,Lathyrus odoratus,Lathyrus odoratus,Estados Unidos,Aceptado,Lathyrus odoratus,L.,Especie,Fabaceae,Herbácea|Trepador
24540,Xylocopa sonorina,37.566644,-122.3144491,US,Estados Unidos,Lathyrus odoratus,Lathyrus odoratus,Estados Unidos,Aceptado,Lathyrus odoratus,L.,Especie,Fabaceae,Herbácea|Trepador
24585,Xylocopa sonorina,37.23728112,-121.8396218,US,Estados Unidos,Lavandula,Lavandula,Canadá|España|Estados Unidos|Italia|Portugal,Aceptado,Lavandula,L.,Género,Lamiaceae,Arbusto|Herbácea
24663,Xylocopa sonorina,38.00459722,-121.8336333,US,Estados Unidos,Lavandula,Lavandula,Canadá|España|Estados Unidos|Italia|Portugal,Aceptado,Lavandula,L.,Género,Lamiaceae,Arbusto|Herbácea
24678,Xylocopa sonorina,37.3496418,-121.9389875,US,Estados Unidos,Lavandula,Lavandula,Canadá|España|Estados Unidos|Italia|Portugal,Aceptado,Lavandula,L.,Género,Lamiaceae,Arbusto|Herbácea
24704,Xylocopa sonorina,37.97547982,-122.5677431,US,Estados Unidos,Lavandula,Lavandula,Canadá|España|Estados Unidos|Italia|Portugal,Aceptado,Lavandula,L.,Género,Lamiaceae,Arbusto|Herbácea
24718,Xylocopa sonorina,37.53854706,-121.8862142,US,Estados Unidos,Lavandula,Lavandula,Canadá|España|Estados Unidos|Italia|Portugal,Aceptado,Lavandula,L.,Género,Lamiaceae,Arbusto|Herbácea
24723,Xylocopa sonorina,37.33310343,-121.8826639,US,Estados Unidos,Lavandula,Lavandula,Canadá|España|Estados Unidos|Italia|Portugal,Aceptado,Lavandula,L.,Género,Lamiaceae,Arbusto|Herbácea
25213,Xylocopa sonorina,37.89927112,-122.0567039,US,Estados Unidos,Leucophyllum frutescens,Leucophyllum frutescens,Estados Unidos,Aceptado,Leucophyllum frutescens,(Berland.) I.M. Johnst.,Especie,Scrophulariaceae,Arbusto
25434,Xylocopa sonorina,37.94175424,-122.0182814,US,Estados Unidos,Ligustrum,Ligustrum,Estados Unidos,Aceptado,Ligustrum,L.,Género,Oleaceae,Árbol|Arbusto
25462,Xylocopa sonorina,37.23593223,-121.9271611,US,Estados Unidos,Lilium,Lilium,Estados Unidos,Aceptado,Lilium,L.,Género,Liliaceae,Herbácea
25496,Xylocopa sonorina,37.24812796,-121.8733955,US,Estados Unidos,Limonium,Limonium,Estados Unidos,Aceptado,Limonium,Mill.,Género,Plumbaginaceae,Arbusto|Herbácea
25510,Xylocopa sonorina,32.53648,-117.12135,US,Estados Unidos,Limonium perezii,Limonium perezii,Estados Unidos,Aceptado,Limonium perezii ,(Stapf) F.T. Hubb.,Especie,Plumbaginaceae,Herbácea
25735,Xylocopa sonorina,38.333225,-122.6907417,US,Estados Unidos,Lobelia erinus,Lobelia erinus,Canadá|Estados Unidos,Aceptado,Lobelia erinus,L.,Especie,Campanulaceae,Herbácea
25838,Xylocopa sonorina,37.39449339,-122.0908766,US,Estados Unidos,Lonicera japonica,Lonicera japonica,Estados Unidos,Aceptado,Lonicera japonica,Thunb.,Especie,Caprifoliaceae,Arbusto|Bejuco
25842,Xylocopa sonorina,32.886482,-97.281269,US,Estados Unidos,Lonicera japonica,Lonicera japonica,Estados Unidos,Aceptado,Lonicera japonica,Thunb.,Especie,Caprifoliaceae,Arbusto|Bejuco
26471,Xylocopa sonorina,32.88151,-97.298396,US,Estados Unidos,Lupinus,Lupinus,Canadá|Estados Unidos|México,Aceptado,Lupinus,L.,Género,Fabaceae,Arbusto|Herbácea
26613,Xylocopa sonorina,37.288645,-121.950395,US,Estados Unidos,Lupinus,Lupinus,Canadá|Estados Unidos|México,Aceptado,Lupinus,L.,Género,Fabaceae,Arbusto|Herbácea
26682,Xylocopa sonorina,33.99838196,-118.3867127,US,Estados Unidos,Lupinus albifrons,Lupinus albifrons,Estados Unidos,Aceptado,Lupinus albifrons,Benth.,Especie,Fabaceae,Arbusto|Herbácea
26993,Xylocopa sonorina,32.74523966,-117.2394822,US,Estados Unidos,Lupinus succulentus,Lupinus succulentus,Estados Unidos,Aceptado,Lupinus succulentus,Douglas ex K. Koch,Especie,Fabaceae,Herbácea
27003,Xylocopa sonorina,34.13707165,-118.1348293,US,Estados Unidos,Lupinus succulentus,Lupinus succulentus,Estados Unidos,Aceptado,Lupinus succulentus,Douglas ex K. Koch,Especie,Fabaceae,Herbácea
27004,Xylocopa sonorina,32.7439402,-117.2422288,US,Estados Unidos,Lupinus succulentus,Lupinus succulentus,Estados Unidos,Aceptado,Lupinus succulentus,Douglas ex K. Koch,Especie,Fabaceae,Herbácea
27015,Xylocopa sonorina,37.50071048,-122.3013022,US,Estados Unidos,Lycianthes rantonnetii,Lycianthes rantonnetii,Estados Unidos,Aceptado,Lycianthes rantonnetii,(Carrière) Bitter,Especie,Solanaceae,Árbol|Arbusto
27016,Xylocopa sonorina,37.9610389,-121.7220493,US,Estados Unidos,Lycianthes rantonnetii,Lycianthes rantonnetii,Estados Unidos,Aceptado,Lycianthes rantonnetii,(Carrière) Bitter,Especie,Solanaceae,Árbol|Arbusto
27297,Xylocopa sonorina,32.131541,-111.086605,US,Estados Unidos,Magnoliopsida,Magnoliopsida,Canadá|Estados Unidos,Aceptado,Magnoliopsida,Brongn.,Clase,,
27308,Xylocopa sonorina,37.297947,-121.927836,US,Estados Unidos,Magnoliopsida,Magnoliopsida,Canadá|Estados Unidos,Aceptado,Magnoliopsida,Brongn.,Clase,,
27318,Xylocopa sonorina,37.32651421,-121.8915403,US,Estados Unidos,Magnoliopsida,Magnoliopsida,Canadá|Estados Unidos,Aceptado,Magnoliopsida,Brongn.,Clase,,
27562,Xylocopa sonorina,37.74626902,-122.253256,NA,NA,Malus,Malus,Canadá|Estados Unidos,Aceptado,Malus,Mill.,Género,Rosaceae,Árbol|Arbusto
27621,Xylocopa sonorina,37.492875,-122.177545,US,Estados Unidos,Malva,Malva,Estados Unidos|Francia|Grecia,Aceptado,Malva,L.,Género,Malvaceae,Arbusto|Herbácea
27635,Xylocopa sonorina,37.95270951,-122.0730228,US,Estados Unidos,Malva assurgentiflora,Malva assurgentiflora,Estados Unidos,Aceptado,Malva assurgentiflora,(Kellogg) M.F. Ray,Especie,Malvaceae,Arbusto
28014,Xylocopa sonorina,38.33964812,-121.9581762,US,Estados Unidos,Melaleuca,Melaleuca,Estados Unidos,Aceptado,Melaleuca,L.,Género,Myrtaceae,Árbol|Arbusto
29006,Xylocopa sonorina,37.43939479,-121.9601727,US,Estados Unidos,Mentheae,Mentheae,Estados Unidos,Aceptado,Mentheae,"Harley, et al., S. Atkins, P.D. Cantino & M.M.Harley",Tribu,Lamiaceae,
29597,Xylocopa sonorina,38.0519729,-122.226984,NA,NA,Monarda fistulosa,Monarda fistulosa,Canadá|Estados Unidos,Aceptado,Monarda fistulosa,L.,Especie,Lamiaceae,Herbácea
29763,Xylocopa sonorina,37.95443117,-121.9163915,US,Estados Unidos,Monardella,Monardella,Estados Unidos,Aceptado,Monardella,Benth.,Género,Lamiaceae,Herbácea
29882,Xylocopa sonorina,19.67620371,-156.0208465,NA,NA,NA,Morinda citrifolia,NA,NA,NA,NA,NA,NA,NA
29941,Xylocopa sonorina,33.93018667,-116.4400417,US,Estados Unidos,Myrtillocactus,Myrtillocactus,Estados Unidos,Aceptado,Myrtillocactus,Console,Género,Cactaceae,Arbusto|Herbácea
30058,Xylocopa sonorina,37.33997,-121.8758617,US,Estados Unidos,Nepeta,Nepeta,Canadá|Estados Unidos,Aceptado,Nepeta,L.,Género,Lamiaceae,Herbácea
30065,Xylocopa sonorina,38.51558891,-122.7530735,US,Estados Unidos,Nepeta × faassenii,Nepeta × faassenii,Estados Unidos,Aceptado,Nepeta × faassenii,Bergmans ex Stearn,Híbrido,Lamiaceae,Herbácea
30096,Xylocopa sonorina,32.55317,-117.0806583,US,Estados Unidos,Nepeta cataria,Nepeta cataria,Canadá|Estados Unidos,Aceptado,Nepeta cataria,L.,Especie,Lamiaceae,Herbácea
30137,Xylocopa sonorina,38.50642833,-122.7723617,US,Estados Unidos,Nicotiana,Nicotiana,Estados Unidos,Aceptado,Nicotiana,L.,Género,Solanaceae,Arbusto|Herbácea
30365,Xylocopa sonorina,37.27927833,-121.9487617,US,Estados Unidos,Ocimum,Ocimum,Alemania|Estados Unidos,Aceptado,Ocimum,L.,Género,Lamiaceae,Arbusto|Herbácea
30383,Xylocopa sonorina,38.372805,-122.0017083,US,Estados Unidos,Ocimum basilicum,Ocimum basilicum,Estados Unidos|India,Aceptado,Ocimum basilicum,L.,Especie,Lamiaceae,Herbácea
30506,Xylocopa sonorina,32.7578203,-117.053177,US,Estados Unidos,Oenothera speciosa,Oenothera speciosa,Estados Unidos,Aceptado,Oenothera speciosa,Nutt.,Especie,Onagraceae,Herbácea
31222,Xylocopa sonorina,37.76772082,-122.2754615,NA,NA,Oxalis pes-caprae,Oxalis pes-caprae,España|Estados Unidos|Grecia,Aceptado,Oxalis pes-caprae,L.,Especie,Oxalidaceae,Herbácea
31592,Xylocopa sonorina,37.23853,-121.872245,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31593,Xylocopa sonorina,33.65943056,-116.2496944,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31594,Xylocopa sonorina,34.017145,-118.288663,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31595,Xylocopa sonorina,34.01767667,-118.2883817,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31599,Xylocopa sonorina,37.92315333,-122.0357888,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31600,Xylocopa sonorina,37.889105,-122.0364138,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31601,Xylocopa sonorina,37.92302222,-122.036125,US,Estados Unidos,Parkinsonia,Parkinsonia,Estados Unidos,Aceptado,Parkinsonia,L.,Género,Fabaceae,Árbol|Arbusto
31603,Xylocopa sonorina,38.4445394,-121.8819757,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31605,Xylocopa sonorina,32.78599255,-117.0390342,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31607,Xylocopa sonorina,32.78597674,-117.0390127,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31610,Xylocopa sonorina,32.78597709,-117.0390117,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31611,Xylocopa sonorina,33.780615,-116.4095617,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31613,Xylocopa sonorina,33.29023055,-116.9678317,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31615,Xylocopa sonorina,32.78599266,-117.0389794,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31616,Xylocopa sonorina,33.67218333,-116.2558067,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31617,Xylocopa sonorina,33.72516944,-116.3625111,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31623,Xylocopa sonorina,33.78045333,-116.409325,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31624,Xylocopa sonorina,33.34040518,-117.0134657,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31625,Xylocopa sonorina,33.95832679,-116.3537026,US,Estados Unidos,Parkinsonia aculeata,Parkinsonia aculeata,Estados Unidos,Aceptado,Parkinsonia aculeata,L.,Especie,Fabaceae,Árbol|Arbusto
31631,Xylocopa sonorina,33.2596085,-116.3766212,US,Estados Unidos,Parkinsonia florida,Parkinsonia florida,Estados Unidos,Aceptado,Parkinsonia florida,(Benth. ex A. Gray) S. Watson,Especie,Fabaceae,Árbol
31632,Xylocopa sonorina,33.76193654,-116.3616937,US,Estados Unidos,Parkinsonia florida,Parkinsonia florida,Estados Unidos,Aceptado,Parkinsonia florida,(Benth. ex A. Gray) S. Watson,Especie,Fabaceae,Árbol
31635,Xylocopa sonorina,34.1355582,-116.0541689,US,Estados Unidos,Parkinsonia florida,Parkinsonia florida,Estados Unidos,Aceptado,Parkinsonia florida,(Benth. ex A. Gray) S. Watson,Especie,Fabaceae,Árbol
31666,Xylocopa sonorina,37.28769855,-121.983075,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31667,Xylocopa sonorina,37.4655726,-122.1506229,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31669,Xylocopa sonorina,37.26127577,-121.8459379,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31670,Xylocopa sonorina,37.34273833,-122.0551862,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31671,Xylocopa sonorina,38.08794557,-122.0299392,NA,NA,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31674,Xylocopa sonorina,37.24709484,-121.7805158,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31676,Xylocopa sonorina,37.39411549,-121.7306134,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31677,Xylocopa sonorina,38.29982771,-122.4980573,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31678,Xylocopa sonorina,32.67745833,-97.47383833,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31679,Xylocopa sonorina,37.83484167,-122.2792133,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31680,Xylocopa sonorina,37.57897564,-122.0743214,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31681,Xylocopa sonorina,38.41562167,-122.84475,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31683,Xylocopa sonorina,32.80162571,-116.9229827,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31685,Xylocopa sonorina,38.422055,-122.7270283,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31686,Xylocopa sonorina,32.556493,-117.085204,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31687,Xylocopa sonorina,38.30470981,-122.2734468,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31688,Xylocopa sonorina,37.91944865,-122.0441903,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31689,Xylocopa sonorina,38.044088,-121.418561,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31691,Xylocopa sonorina,37.47139829,-122.2241904,US,Estados Unidos,Passiflora,Passiflora,Estados Unidos,Aceptado,Passiflora,L.,Género,Passifloraceae,Herbácea|Trepador
31692,Xylocopa sonorina,18.93661833,-98.13282833,MX,México,Passiflora caerulea,Passiflora caerulea,Argentina|Estados Unidos|México,Aceptado,Passiflora caerulea,L.,Especie,Passifloraceae,Trepador
31695,Xylocopa sonorina,37.24795176,-121.9364722,US,Estados Unidos,Passiflora caerulea,Passiflora caerulea,Argentina|Estados Unidos|México,Aceptado,Passiflora caerulea,L.,Especie,Passifloraceae,Trepador
31696,Xylocopa sonorina,38.0535267,-122.2243727,NA,NA,Passiflora caerulea,Passiflora caerulea,Argentina|Estados Unidos|México,Aceptado,Passiflora caerulea,L.,Especie,Passifloraceae,Trepador
31697,Xylocopa sonorina,38.575525,-121.472375,US,Estados Unidos,Passiflora caerulea,Passiflora caerulea,Argentina|Estados Unidos|México,Aceptado,Passiflora caerulea,L.,Especie,Passifloraceae,Trepador
31699,Xylocopa sonorina,37.30533333,-122.0251306,US,Estados Unidos,Passiflora caerulea,Passiflora caerulea,Argentina|Estados Unidos|México,Aceptado,Passiflora caerulea,L.,Especie,Passifloraceae,Trepador
31700,Xylocopa sonorina,38.044088,-121.418561,US,Estados Unidos,Passiflora edulis,Passiflora edulis,Estados Unidos,Aceptado,Passiflora edulis,Sims,Especie,Passifloraceae,Trepador
31797,Xylocopa sonorina,37.33400022,-121.9215106,US,Estados Unidos,Pelargonium,Pelargonium,Estados Unidos,Aceptado,Pelargonium,L'Hér.,Género,Geraniaceae,Arbusto|Herbácea
31800,Xylocopa sonorina,37.39774394,-122.1653483,US,Estados Unidos,Pelargonium,Pelargonium,Estados Unidos,Aceptado,Pelargonium,L'Hér.,Género,Geraniaceae,Arbusto|Herbácea
31970,Xylocopa sonorina,37.92058611,-122.0239861,US,Estados Unidos,Penstemon,Penstemon,Canadá|Colombia|Estados Unidos|México,Aceptado,Penstemon,Schmidel,Género,Plantaginaceae,Arbusto|Herbácea
31985,Xylocopa sonorina,37.25517459,-121.9369841,US,Estados Unidos,Penstemon,Penstemon,Canadá|Colombia|Estados Unidos|México,Aceptado,Penstemon,Schmidel,Género,Plantaginaceae,Arbusto|Herbácea
31993,Xylocopa sonorina,37.71565099,-121.7400185,US,Estados Unidos,Penstemon,Penstemon,Canadá|Colombia|Estados Unidos|México,Aceptado,Penstemon,Schmidel,Género,Plantaginaceae,Arbusto|Herbácea
32005,Xylocopa sonorina,37.92316333,-122.0364138,US,Estados Unidos,Penstemon,Penstemon,Canadá|Colombia|Estados Unidos|México,Aceptado,Penstemon,Schmidel,Género,Plantaginaceae,Arbusto|Herbácea
32462,Xylocopa sonorina,34.03594307,-118.1678128,US,Estados Unidos,Penstemon spectabilis,Penstemon spectabilis,Estados Unidos,Aceptado,Penstemon spectabilis,Thurb. ex A. Gray,Especie,Plantaginaceae,Arbusto|Herbácea
32988,Xylocopa sonorina,38.46119444,-121.8292375,US,Estados Unidos,Phacelia,Phacelia,Canadá|Estados Unidos|México,Aceptado,Phacelia,Juss.,Género,Hydrophyllaceae,Herbácea
33142,Xylocopa sonorina,37.7805733,-122.1742653,US,Estados Unidos,Phacelia,Phacelia,Canadá|Estados Unidos|México,Aceptado,Phacelia,Juss.,Género,Hydrophyllaceae,Herbácea
33686,Xylocopa sonorina,37.37346981,-121.9311029,US,Estados Unidos,Phacelia tanacetifolia,Phacelia tanacetifolia,Canadá|Estados Unidos,Aceptado,Phacelia tanacetifolia,Benth.,Especie,Hydrophyllaceae,Herbácea
33687,Xylocopa sonorina,37.57330016,-121.9770634,US,Estados Unidos,Phacelia tanacetifolia,Phacelia tanacetifolia,Canadá|Estados Unidos,Aceptado,Phacelia tanacetifolia,Benth.,Especie,Hydrophyllaceae,Herbácea
33695,Xylocopa sonorina,37.8808094,-122.0361765,US,Estados Unidos,Phacelia tanacetifolia,Phacelia tanacetifolia,Canadá|Estados Unidos,Aceptado,Phacelia tanacetifolia,Benth.,Especie,Hydrophyllaceae,Herbácea
33699,Xylocopa varipuncta,38.39672,-121.58899,US,Estados Unidos,Phacelia tanacetifolia,Phacelia tanacetifolia,Canadá|Estados Unidos,Aceptado,Phacelia tanacetifolia,Benth.,Especie,Hydrophyllaceae,Herbácea
33706,Xylocopa sonorina,34.06721209,-118.145093,US,Estados Unidos,Phacelia tanacetifolia,Phacelia tanacetifolia,Canadá|Estados Unidos,Aceptado,Phacelia tanacetifolia,Benth.,Especie,Hydrophyllaceae,Herbácea
33735,Xylocopa sonorina,37.8317622,-122.2722367,US,Estados Unidos,Phaseolus coccineus,Phaseolus coccineus,Estados Unidos,Aceptado,Phaseolus coccineus,L.,Especie,Fabaceae,Trepador
33762,Xylocopa sonorina,37.22192,-121.977945,US,Estados Unidos,Phlomis,Phlomis,Estados Unidos|Grecia|Siria,Aceptado,Phlomis,L.,Género,Lamiaceae,Arbusto|Herbácea
